monthly_sales,category_code,time,category_name,high_level_category,is_subset,cv
8499.0,45299,2022-09-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059
10626.0,4413,2022-09-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359
53231.0,45291,2022-09-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292
11566.0,4521E,2022-09-01,Department Stores,Department Stores,False,0.08625376047961941
588894.0,44000,2022-09-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272
3447.0,4482,2022-09-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816
73296.0,452,2022-09-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407
84418.0,722,2022-09-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256
28446.0,44611,2022-09-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238
61730.0,4529,2022-09-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052
125917.0,441,2022-09-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332
673312.0,44X72,2022-09-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846
72470.0,4451,2022-09-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436
7835.0,443,2022-09-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352
19762.0,4423X,2022-09-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385
547395.0,44Y72,2022-09-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675
42924.0,444,2022-09-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784
17694.0,4481,2022-09-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107
129821.0,4400C,2022-09-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685
5889.0,4453,2022-09-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873
614917.0,44Z72,2022-09-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524
95249.0,4541,2022-09-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212
37224.0,4441,2022-09-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988
105118.0,454,2022-09-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308
8623.0,451,2022-09-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443
34170.0,446,2022-09-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862
25552.0,448,2022-09-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514
14360.0,453,2022-09-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801
80777.0,445,2022-09-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656
73214.0,4451,2022-10-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436
25599.0,448,2022-10-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514
28339.0,44611,2022-10-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238
17876.0,4481,2022-10-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107
105990.0,454,2022-10-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308
73268.0,452,2022-10-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407
5962.0,4453,2022-10-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873
118084.0,441X,2022-10-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178
85909.0,722,2022-10-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256
14236.0,453,2022-10-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801
8530.0,45299,2022-10-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059
492671.0,44W72,2022-10-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234
53343.0,45291,2022-10-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292
130267.0,4400C,2022-10-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685
553149.0,44Y72,2022-10-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675
NULL,44831,2022-10-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883
621270.0,44Z72,2022-10-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524
3429.0,4482,2022-10-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816
61873.0,4529,2022-10-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052
8682.0,451,2022-10-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443
681748.0,44X72,2022-10-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846
60478.0,447,2022-10-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362
81592.0,445,2022-10-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656
11395.0,4521E,2022-10-01,Department Stores,Department Stores,False,0.08625376047961941
NULL,44811,2022-10-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098
467240.0,4400A,2022-10-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359
12218.0,442,2022-10-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764
7800.0,443,2022-10-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352
95385.0,4541,2022-10-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212
3221.0,44812,2022-10-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283
128599.0,441,2022-10-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332
43297.0,444,2022-10-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784
34080.0,446,2022-10-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862
4335.0,45431,2022-10-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976
10515.0,4413,2022-10-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359
20018.0,4423X,2022-10-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385
595839.0,44000,2022-10-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272
37570.0,4441,2022-10-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988
73388.0,452,2022-11-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407
17766.0,4481,2022-11-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107
115254.0,441X,2022-11-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178
588309.0,44000,2022-11-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272
488240.0,44W72,2022-11-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234
81795.0,445,2022-11-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656
62195.0,4529,2022-11-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052
53528.0,45291,2022-11-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292
11808.0,442,2022-11-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764
13852.0,453,2022-11-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801
547867.0,44Y72,2022-11-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675
614047.0,44Z72,2022-11-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524
NULL,44831,2022-11-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883
36291.0,4441,2022-11-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988
3174.0,44812,2022-11-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283
59627.0,447,2022-11-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362
28584.0,44611,2022-11-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238
8667.0,45299,2022-11-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059
25384.0,448,2022-11-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514
11193.0,4521E,2022-11-01,Department Stores,Department Stores,False,0.08625376047961941
3788.0,45431,2022-11-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976
104600.0,454,2022-11-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308
34304.0,446,2022-11-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862
73438.0,4451,2022-11-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436
8574.0,451,2022-11-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443
5932.0,4453,2022-11-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873
41994.0,444,2022-11-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784
3401.0,4482,2022-11-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816
10553.0,4413,2022-11-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359
NULL,44811,2022-11-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098
673674.0,44X72,2022-11-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846
18984.0,4423X,2022-11-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385
128921.0,4400C,2022-11-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685
125807.0,441,2022-11-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332
94473.0,4541,2022-11-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212
7176.0,443,2022-11-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352
462502.0,4400A,2022-11-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359
85365.0,722,2022-11-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256
61789.0,4529,2022-12-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052
28043.0,44611,2022-12-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238
610208.0,44Z72,2022-12-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524
8699.0,451,2022-12-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443
11233.0,4521E,2022-12-01,Department Stores,Department Stores,False,0.08625376047961941
36538.0,4441,2022-12-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988
NULL,44831,2022-12-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883
18590.0,4423X,2022-12-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385
81576.0,445,2022-12-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656
10723.0,4413,2022-12-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359
73347.0,4451,2022-12-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436
42275.0,444,2022-12-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784
581749.0,44000,2022-12-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272
127891.0,4400C,2022-12-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685
56526.0,447,2022-12-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362
666734.0,44X72,2022-12-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846
8606.0,45299,2022-12-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059
13846.0,453,2022-12-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801
111653.0,441X,2022-12-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178
53183.0,45291,2022-12-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292
11503.0,442,2022-12-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764
122376.0,441,2022-12-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332
544358.0,44Y72,2022-12-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675
7087.0,443,2022-12-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352
487832.0,44W72,2022-12-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234
33644.0,446,2022-12-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862
24916.0,448,2022-12-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514
106279.0,454,2022-12-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308
3809.0,45431,2022-12-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976
3128.0,44812,2022-12-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283
