monthly_sales,category_code,time,category_name,high_level_category,is_subset,cv
32081.0,444,2020-02-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784
41481.0,447,2020-02-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362
2741.0,44831,2020-02-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883
102964.0,441,2020-02-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332
2574.0,45431,2020-02-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976
95047.0,441X,2020-02-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178
10817.0,4521E,2020-02-01,Department Stores,Department Stores,False,0.08625376047961941
24526.0,44611,2020-02-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238
483899.0,44Z72,2020-02-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524
6930.0,45299,2020-02-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059
380935.0,44W72,2020-02-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234
1519.0,44812,2020-03-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283
68873.0,441X,2020-03-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178
2362.0,45431,2020-03-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976
35024.0,447,2020-03-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362
1680.0,4482,2020-03-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816
353248.0,4400A,2020-03-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359
5508.0,451,2020-03-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443
11435.0,448,2020-03-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514
347.0,44811,2020-03-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098
70307.0,454,2020-03-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308
13982.0,4423X,2020-03-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385
28044.0,4441,2020-03-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988
7075.0,4413,2020-03-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359
95314.0,4400C,2020-03-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685
74168.0,4451,2020-03-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436
401728.0,44Y72,2020-03-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675
442652.0,44Z72,2020-03-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524
366704.0,44W72,2020-03-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234
5603.0,4453,2020-03-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873
27154.0,44611,2020-03-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238
8023.0,45299,2020-03-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059
48480.0,722,2020-03-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256
53762.0,4529,2020-03-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052
1717.0,44831,2020-03-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883
81748.0,445,2020-03-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656
6005.0,443,2020-03-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352
31953.0,444,2020-03-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784
75948.0,441,2020-03-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332
7882.0,4481,2020-03-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107
63159.0,4541,2020-03-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212
8811.0,4521E,2020-03-01,Department Stores,Department Stores,False,0.08625376047961941
7977.0,442,2020-03-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764
45739.0,45291,2020-03-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292
62573.0,452,2020-03-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407
31032.0,446,2020-03-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862
9686.0,453,2020-03-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801
477676.0,44X72,2020-03-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846
429196.0,44000,2020-03-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272
7401.0,45299,2020-04-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059
6726.0,4413,2020-04-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359
31394.0,722,2020-04-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256
5154.0,4453,2020-04-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873
376918.0,44000,2020-04-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272
381236.0,44Z72,2020-04-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524
7335.0,4423X,2020-04-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385
2885.0,448,2020-04-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514
55973.0,452,2020-04-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407
64097.0,4451,2020-04-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436
408312.0,44X72,2020-04-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846
70787.0,4400C,2020-04-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685
3364.0,443,2020-04-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352
3971.0,442,2020-04-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764
78380.0,454,2020-04-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308
1818.0,4481,2020-04-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107
24185.0,44611,2020-04-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238
6206.0,4521E,2020-04-01,Department Stores,Department Stores,False,0.08625376047961941
70991.0,445,2020-04-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656
558.0,44831,2020-04-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883
26361.0,446,2020-04-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862
42366.0,45291,2020-04-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292
31734.0,444,2020-04-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784
72479.0,4541,2020-04-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212
7037.0,453,2020-04-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801
486.0,4482,2020-04-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816
65463.0,441,2020-04-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332
502.0,44812,2020-04-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283
2301.0,45431,2020-04-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976
27076.0,447,2020-04-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362
49767.0,4529,2020-04-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052
86.0,44811,2020-04-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098
315773.0,44W72,2020-04-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234
3683.0,451,2020-04-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443
311455.0,4400A,2020-04-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359
58737.0,441X,2020-04-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178
27545.0,4441,2020-04-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988
342849.0,44Y72,2020-04-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675
345332.0,4400A,2020-05-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359
156.0,44811,2020-05-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098
8700.0,4521E,2020-05-01,Department Stores,Department Stores,False,0.08625376047961941
84367.0,454,2020-05-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308
8345.0,448,2020-05-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514
484978.0,44X72,2020-05-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846
64573.0,4451,2020-05-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436
1650.0,4482,2020-05-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816
2350.0,45431,2020-05-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976
98394.0,441,2020-05-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332
36132.0,444,2020-05-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784
5262.0,4481,2020-05-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107
356539.0,44W72,2020-05-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234
78235.0,4541,2020-05-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212
88329.0,4400C,2020-05-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685
72203.0,445,2020-05-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656
443726.0,44000,2020-05-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272
454933.0,44Z72,2020-05-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524
8698.0,453,2020-05-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801
23998.0,44611,2020-05-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238
44271.0,45291,2020-05-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292
52214.0,4529,2020-05-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052
1020.0,44812,2020-05-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283
30045.0,447,2020-05-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362
6432.0,451,2020-05-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443
26900.0,446,2020-05-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862
31416.0,4441,2020-05-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988
11296.0,4423X,2020-05-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385
7159.0,442,2020-05-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764
5628.0,4453,2020-05-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873
90080.0,441X,2020-05-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178
60914.0,452,2020-05-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407
386584.0,44Y72,2020-05-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675
1373.0,44831,2020-05-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883
7943.0,45299,2020-05-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059
4137.0,443,2020-05-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352
41252.0,722,2020-05-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256
8314.0,4413,2020-05-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359
2278.0,45431,2020-06-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976
366984.0,4400A,2020-06-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359
33866.0,447,2020-06-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362
473811.0,44000,2020-06-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272
61590.0,452,2020-06-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407
2201.0,44812,2020-06-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283
44194.0,45291,2020-06-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292
11495.0,4481,2020-06-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107
76942.0,4541,2020-06-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212
2556.0,44831,2020-06-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883
36468.0,444,2020-06-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784
104522.0,4400C,2020-06-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685
10633.0,453,2020-06-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801
5834.0,443,2020-06-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352
493104.0,44Z72,2020-06-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524
24963.0,44611,2020-06-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238
9514.0,4521E,2020-06-01,Department Stores,Department Stores,False,0.08625376047961941
7882.0,45299,2020-06-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059
526970.0,44X72,2020-06-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846
70807.0,445,2020-06-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656
8113.0,451,2020-06-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443
9917.0,442,2020-06-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764
8913.0,4413,2020-06-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359
15751.0,4423X,2020-06-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385
17254.0,448,2020-06-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514
83680.0,454,2020-06-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308
63140.0,4451,2020-06-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436
351.0,44811,2020-06-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098
386277.0,44W72,2020-06-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234
28822.0,446,2020-06-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862
420143.0,44Y72,2020-06-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675
52076.0,4529,2020-06-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052
106827.0,441,2020-06-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332
31668.0,4441,2020-06-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988
53159.0,722,2020-06-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256
97914.0,441X,2020-06-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178
3046.0,4482,2020-06-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816
5627.0,4453,2020-06-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873
2408.0,45431,2020-07-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976
25692.0,44611,2020-07-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238
106502.0,441,2020-07-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332
97797.0,441X,2020-07-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178
2702.0,4482,2020-07-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816
30474.0,446,2020-07-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862
106107.0,4400C,2020-07-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685
393671.0,44W72,2020-07-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234
44094.0,45291,2020-07-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292
71251.0,445,2020-07-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656
9524.0,4521E,2020-07-01,Department Stores,Department Stores,False,0.08625376047961941
8705.0,4413,2020-07-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359
12196.0,4481,2020-07-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107
77454.0,4541,2020-07-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212
6652.0,443,2020-07-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352
61365.0,452,2020-07-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407
535644.0,44X72,2020-07-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846
7747.0,45299,2020-07-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059
55528.0,722,2020-07-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256
480116.0,44000,2020-07-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272
63546.0,4451,2020-07-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436
10230.0,442,2020-07-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764
16882.0,4423X,2020-07-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385
17984.0,448,2020-07-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514
503.0,44811,2020-07-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098
373614.0,4400A,2020-07-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359
429142.0,44Y72,2020-07-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675
31307.0,4441,2020-07-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988
5669.0,4453,2020-07-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873
2610.0,44812,2020-07-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283
500173.0,44Z72,2020-07-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524
2894.0,44831,2020-07-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883
85221.0,454,2020-07-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308
35941.0,444,2020-07-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784
51841.0,4529,2020-07-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052
35471.0,447,2020-07-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362
7851.0,451,2020-07-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443
11174.0,453,2020-07-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801
36389.0,444,2020-08-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784
107210.0,441,2020-08-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332
467.0,44811,2020-08-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098
31811.0,4441,2020-08-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988
10736.0,442,2020-08-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764
58180.0,722,2020-08-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256
2694.0,44812,2020-08-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283
3044.0,44831,2020-08-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883
8693.0,4413,2020-08-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359
60132.0,452,2020-08-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407
2438.0,45431,2020-08-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976
98517.0,441X,2020-08-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178
2285.0,4482,2020-08-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816
5754.0,4453,2020-08-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873
79717.0,4541,2020-08-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212
12736.0,4481,2020-08-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107
36328.0,447,2020-08-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362
87449.0,454,2020-08-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308
18300.0,448,2020-08-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514
62387.0,4451,2020-08-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436
43061.0,45291,2020-08-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292
25216.0,44611,2020-08-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238
504095.0,44Z72,2020-08-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524
540423.0,44X72,2020-08-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846
6754.0,443,2020-08-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352
50753.0,4529,2020-08-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052
11425.0,453,2020-08-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801
17490.0,4423X,2020-08-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385
7319.0,451,2020-08-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443
7692.0,45299,2020-08-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059
30019.0,446,2020-08-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862
433213.0,44Y72,2020-08-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675
396885.0,44W72,2020-08-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234
105379.0,4400C,2020-08-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685
9379.0,4521E,2020-08-01,Department Stores,Department Stores,False,0.08625376047961941
70182.0,445,2020-08-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656
482243.0,44000,2020-08-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272
375033.0,4400A,2020-08-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359
8552.0,4413,2020-09-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359
25688.0,44611,2020-09-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238
2540.0,45431,2020-09-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976
380514.0,4400A,2020-09-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359
551131.0,44X72,2020-09-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846
514547.0,44Z72,2020-09-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524
3115.0,44831,2020-09-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883
61876.0,452,2020-09-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407
6565.0,443,2020-09-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352
59745.0,722,2020-09-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256
51618.0,4529,2020-09-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052
2887.0,44812,2020-09-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283
11466.0,453,2020-09-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801
10798.0,442,2020-09-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764
36584.0,447,2020-09-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362
17363.0,4423X,2020-09-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385
32025.0,4441,2020-09-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988
5725.0,4453,2020-09-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873
109953.0,4400C,2020-09-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685
