monthly_sales,category_code,time,category_name,high_level_category
7771,443,2023-06-01,Electronics and Appliance Stores,Retail Trade
72732,4451,2023-06-01,Grocery Stores,Retail Trade
688810,44X72,2023-06-01,Retail Trade and Food Services,Retail and Food Services
8513,451,2023-06-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
52180,447,2023-06-01,Gasoline Stations,Retail Trade
25286,448,2023-06-01,Clothing and Accessories Stores,Retail Trade
555369,44Y72,2023-06-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
73392,452,2023-06-01,General Merchandise Stores,Retail Trade
14687,453,2023-06-01,Miscellaneous Store Retailers,Retail Trade
81181,445,2023-06-01,Food and Beverage Stores,Retail Trade
11351,442,2023-07-01,Furniture and Home Furnishings Stores,Retail Trade
558584,44Y72,2023-07-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
81384,445,2023-07-01,Food and Beverage Stores,Retail Trade
599270,44000,2023-07-01,Retail Trade,Retail Trade
25584,448,2023-07-01,Clothing and Accessories Stores,Retail Trade
41014,444,2023-07-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
132057,441,2023-07-01,Motor Vehicle and Parts Dealers,Retail Trade
52074,447,2023-07-01,Gasoline Stations,Retail Trade
120738,441X,2023-07-01,Auto and Other Motor Vehicles,Retail Trade
506510,44W72,2023-07-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
72878,4451,2023-07-01,Grocery Stores,Retail Trade
690641,44X72,2023-07-01,Retail Trade and Food Services,Retail and Food Services
91371,722,2023-07-01,Food Services and Drinking Places,Food Services
73793,452,2023-07-01,General Merchandise Stores,Retail Trade
8777,451,2023-07-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
10975,4521E,2023-07-01,Department Stores,Retail Trade
14474,453,2023-07-01,Miscellaneous Store Retailers,Retail Trade
115342,454,2023-07-01,Nonstore Retailers,Nonstore Trade
35844,446,2023-07-01,Health and Personal Care Stores,Retail Trade
638567,44Z72,2023-07-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
7576,443,2023-07-01,Electronics and Appliance Stores,Retail Trade
640626,44Z72,2023-08-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
507769,44W72,2023-08-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
55612,447,2023-08-01,Gasoline Stations,Retail Trade
92051,722,2023-08-01,Food Services and Drinking Places,Food Services
13883,453,2023-08-01,Miscellaneous Store Retailers,Retail Trade
604187,44000,2023-08-01,Retail Trade,Retail Trade
11071,4521E,2023-08-01,Department Stores,Retail Trade
25922,448,2023-08-01,Clothing and Accessories Stores,Retail Trade
114674,454,2023-08-01,Nonstore Retailers,Nonstore Trade
8489,451,2023-08-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
696238,44X72,2023-08-01,Retail Trade and Food Services,Retail and Food Services
132857,441,2023-08-01,Motor Vehicle and Parts Dealers,Retail Trade
563381,44Y72,2023-08-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
36593,446,2023-08-01,Health and Personal Care Stores,Retail Trade
7647,443,2023-08-01,Electronics and Appliance Stores,Retail Trade
74121,452,2023-08-01,General Merchandise Stores,Retail Trade
81920,445,2023-08-01,Food and Beverage Stores,Retail Trade
41205,444,2023-08-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
121566,441X,2023-08-01,Auto and Other Motor Vehicles,Retail Trade
73463,4451,2023-08-01,Grocery Stores,Retail Trade
11264,442,2023-08-01,Furniture and Home Furnishings Stores,Retail Trade
73448,4451,2023-09-01,Grocery Stores,Retail Trade
116085,454,2023-09-01,Nonstore Retailers,Nonstore Trade
8428,451,2023-09-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
7798,443,2023-09-01,Electronics and Appliance Stores,Retail Trade
74066,452,2023-09-01,General Merchandise Stores,Retail Trade
40975,444,2023-09-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
81966,445,2023-09-01,Food and Beverage Stores,Retail Trade
11020,4521E,2023-09-01,Department Stores,Retail Trade
644488,44Z72,2023-09-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
36568,446,2023-09-01,Health and Personal Care Stores,Retail Trade
14504,453,2023-09-01,Miscellaneous Store Retailers,Retail Trade
92979,722,2023-09-01,Food Services and Drinking Places,Food Services
510161,44W72,2023-09-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
702109,44X72,2023-09-01,Retail Trade and Food Services,Retail and Food Services
134327,441,2023-09-01,Motor Vehicle and Parts Dealers,Retail Trade
609130,44000,2023-09-01,Retail Trade,Retail Trade
25566,448,2023-09-01,Clothing and Accessories Stores,Retail Trade
57621,447,2023-09-01,Gasoline Stations,Retail Trade
123017,441X,2023-09-01,Auto and Other Motor Vehicles,Retail Trade
567782,44Y72,2023-09-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
11226,442,2023-09-01,Furniture and Home Furnishings Stores,Retail Trade
40763,444,2023-10-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
37570,446,2023-10-01,Health and Personal Care Stores,Retail Trade
131852,441,2023-10-01,Motor Vehicle and Parts Dealers,Retail Trade
511397,44W72,2023-10-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
643249,44Z72,2023-10-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
120406,441X,2023-10-01,Auto and Other Motor Vehicles,Retail Trade
73472,4451,2023-10-01,Grocery Stores,Retail Trade
698956,44X72,2023-10-01,Retail Trade and Food Services,Retail and Food Services
82048,445,2023-10-01,Food and Beverage Stores,Retail Trade
73944,452,2023-10-01,General Merchandise Stores,Retail Trade
93288,722,2023-10-01,Food Services and Drinking Places,Food Services
11015,442,2023-10-01,Furniture and Home Furnishings Stores,Retail Trade
567104,44Y72,2023-10-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
8430,451,2023-10-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
25499,448,2023-10-01,Clothing and Accessories Stores,Retail Trade
605668,44000,2023-10-01,Retail Trade,Retail Trade
10871,4521E,2023-10-01,Department Stores,Retail Trade
7767,443,2023-10-01,Electronics and Appliance Stores,Retail Trade
55707,447,2023-10-01,Gasoline Stations,Retail Trade
14736,453,2023-10-01,Miscellaneous Store Retailers,Retail Trade
116337,454,2023-10-01,Nonstore Retailers,Nonstore Trade
514064,44W72,2023-11-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
11319,442,2023-11-01,Furniture and Home Furnishings Stores,Retail Trade
40841,444,2023-11-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
567582,44Y72,2023-11-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
25764,448,2023-11-01,Clothing and Accessories Stores,Retail Trade
606035,44000,2023-11-01,Retail Trade,Retail Trade
53518,447,2023-11-01,Gasoline Stations,Retail Trade
73583,4451,2023-11-01,Grocery Stores,Retail Trade
121754,441X,2023-11-01,Auto and Other Motor Vehicles,Retail Trade
7508,443,2023-11-01,Electronics and Appliance Stores,Retail Trade
37455,446,2023-11-01,Health and Personal Care Stores,Retail Trade
82181,445,2023-11-01,Food and Beverage Stores,Retail Trade
94672,722,2023-11-01,Food Services and Drinking Places,Food Services
117235,454,2023-11-01,Nonstore Retailers,Nonstore Trade
133125,441,2023-11-01,Motor Vehicle and Parts Dealers,Retail Trade
647189,44Z72,2023-11-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
73841,452,2023-11-01,General Merchandise Stores,Retail Trade
700707,44X72,2023-11-01,Retail Trade and Food Services,Retail and Food Services
8501,451,2023-11-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
10671,4521E,2023-11-01,Department Stores,Retail Trade
14747,453,2023-11-01,Miscellaneous Store Retailers,Retail Trade
703256,44X72,2023-12-01,Retail Trade and Food Services,Retail and Food Services
11198,442,2023-12-01,Furniture and Home Furnishings Stores,Retail Trade
7363,443,2023-12-01,Electronics and Appliance Stores,Retail Trade
82158,445,2023-12-01,Food and Beverage Stores,Retail Trade
36799,446,2023-12-01,Health and Personal Care Stores,Retail Trade
73465,4451,2023-12-01,Grocery Stores,Retail Trade
119373,454,2023-12-01,Nonstore Retailers,Nonstore Trade
40963,444,2023-12-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
569502,44Y72,2023-12-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
94526,722,2023-12-01,Food Services and Drinking Places,Food Services
8364,451,2023-12-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
26147,448,2023-12-01,Clothing and Accessories Stores,Retail Trade
10989,4521E,2023-12-01,Department Stores,Retail Trade
608730,44000,2023-12-01,Retail Trade,Retail Trade
14745,453,2023-12-01,Miscellaneous Store Retailers,Retail Trade
53099,447,2023-12-01,Gasoline Stations,Retail Trade
133754,441,2023-12-01,Motor Vehicle and Parts Dealers,Retail Trade
74767,452,2023-12-01,General Merchandise Stores,Retail Trade
122394,441X,2023-12-01,Auto and Other Motor Vehicles,Retail Trade
650157,44Z72,2023-12-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
516403,44W72,2023-12-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
