monthly_sales,category_code,time,category_name,high_level_category
366704,44W72,2020-03-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
5508,451,2020-03-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
81748,445,2020-03-01,Food and Beverage Stores,Retail Trade
74168,4451,2020-03-01,Grocery Stores,Retail Trade
31032,446,2020-03-01,Health and Personal Care Stores,Retail Trade
26361,446,2020-04-01,Health and Personal Care Stores,Retail Trade
7037,453,2020-04-01,Miscellaneous Store Retailers,Retail Trade
342849,44Y72,2020-04-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
376918,44000,2020-04-01,Retail Trade,Retail Trade
58737,441X,2020-04-01,Auto and Other Motor Vehicles,Retail Trade
315773,44W72,2020-04-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
65463,441,2020-04-01,Motor Vehicle and Parts Dealers,Retail Trade
64097,4451,2020-04-01,Grocery Stores,Retail Trade
27076,447,2020-04-01,Gasoline Stations,Retail Trade
70991,445,2020-04-01,Food and Beverage Stores,Retail Trade
381236,44Z72,2020-04-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
3364,443,2020-04-01,Electronics and Appliance Stores,Retail Trade
3971,442,2020-04-01,Furniture and Home Furnishings Stores,Retail Trade
3683,451,2020-04-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
55973,452,2020-04-01,General Merchandise Stores,Retail Trade
78380,454,2020-04-01,Nonstore Retailers,Nonstore Trade
31734,444,2020-04-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
31394,722,2020-04-01,Food Services and Drinking Places,Food Services
6206,4521E,2020-04-01,Department Stores,Retail Trade
2885,448,2020-04-01,Clothing and Accessories Stores,Retail Trade
408312,44X72,2020-04-01,Retail Trade and Food Services,Retail and Food Services
90080,441X,2020-05-01,Auto and Other Motor Vehicles,Retail Trade
356539,44W72,2020-05-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
36132,444,2020-05-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
72203,445,2020-05-01,Food and Beverage Stores,Retail Trade
443726,44000,2020-05-01,Retail Trade,Retail Trade
6432,451,2020-05-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
484978,44X72,2020-05-01,Retail Trade and Food Services,Retail and Food Services
84367,454,2020-05-01,Nonstore Retailers,Nonstore Trade
4137,443,2020-05-01,Electronics and Appliance Stores,Retail Trade
64573,4451,2020-05-01,Grocery Stores,Retail Trade
26900,446,2020-05-01,Health and Personal Care Stores,Retail Trade
41252,722,2020-05-01,Food Services and Drinking Places,Food Services
8700,4521E,2020-05-01,Department Stores,Retail Trade
60914,452,2020-05-01,General Merchandise Stores,Retail Trade
8698,453,2020-05-01,Miscellaneous Store Retailers,Retail Trade
386584,44Y72,2020-05-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
7159,442,2020-05-01,Furniture and Home Furnishings Stores,Retail Trade
98394,441,2020-05-01,Motor Vehicle and Parts Dealers,Retail Trade
30045,447,2020-05-01,Gasoline Stations,Retail Trade
454933,44Z72,2020-05-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
8345,448,2020-05-01,Clothing and Accessories Stores,Retail Trade
5834,443,2020-06-01,Electronics and Appliance Stores,Retail Trade
70807,445,2020-06-01,Food and Beverage Stores,Retail Trade
526970,44X72,2020-06-01,Retail Trade and Food Services,Retail and Food Services
63140,4451,2020-06-01,Grocery Stores,Retail Trade
10633,453,2020-06-01,Miscellaneous Store Retailers,Retail Trade
386277,44W72,2020-06-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
97914,441X,2020-06-01,Auto and Other Motor Vehicles,Retail Trade
493104,44Z72,2020-06-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
473811,44000,2020-06-01,Retail Trade,Retail Trade
33866,447,2020-06-01,Gasoline Stations,Retail Trade
106827,441,2020-06-01,Motor Vehicle and Parts Dealers,Retail Trade
28822,446,2020-06-01,Health and Personal Care Stores,Retail Trade
61590,452,2020-06-01,General Merchandise Stores,Retail Trade
8113,451,2020-06-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
9514,4521E,2020-06-01,Department Stores,Retail Trade
83680,454,2020-06-01,Nonstore Retailers,Nonstore Trade
420143,44Y72,2020-06-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
36468,444,2020-06-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
53159,722,2020-06-01,Food Services and Drinking Places,Food Services
17254,448,2020-06-01,Clothing and Accessories Stores,Retail Trade
9917,442,2020-06-01,Furniture and Home Furnishings Stores,Retail Trade
63546,4451,2020-07-01,Grocery Stores,Retail Trade
35941,444,2020-07-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
97797,441X,2020-07-01,Auto and Other Motor Vehicles,Retail Trade
71251,445,2020-07-01,Food and Beverage Stores,Retail Trade
17984,448,2020-07-01,Clothing and Accessories Stores,Retail Trade
11174,453,2020-07-01,Miscellaneous Store Retailers,Retail Trade
106502,441,2020-07-01,Motor Vehicle and Parts Dealers,Retail Trade
500173,44Z72,2020-07-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
480116,44000,2020-07-01,Retail Trade,Retail Trade
10230,442,2020-07-01,Furniture and Home Furnishings Stores,Retail Trade
9524,4521E,2020-07-01,Department Stores,Retail Trade
35471,447,2020-07-01,Gasoline Stations,Retail Trade
61365,452,2020-07-01,General Merchandise Stores,Retail Trade
30474,446,2020-07-01,Health and Personal Care Stores,Retail Trade
429142,44Y72,2020-07-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
55528,722,2020-07-01,Food Services and Drinking Places,Food Services
6652,443,2020-07-01,Electronics and Appliance Stores,Retail Trade
7851,451,2020-07-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
535644,44X72,2020-07-01,Retail Trade and Food Services,Retail and Food Services
85221,454,2020-07-01,Nonstore Retailers,Nonstore Trade
393671,44W72,2020-07-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
504095,44Z72,2020-08-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
58180,722,2020-08-01,Food Services and Drinking Places,Food Services
11425,453,2020-08-01,Miscellaneous Store Retailers,Retail Trade
18300,448,2020-08-01,Clothing and Accessories Stores,Retail Trade
30019,446,2020-08-01,Health and Personal Care Stores,Retail Trade
98517,441X,2020-08-01,Auto and Other Motor Vehicles,Retail Trade
396885,44W72,2020-08-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
540423,44X72,2020-08-01,Retail Trade and Food Services,Retail and Food Services
70182,445,2020-08-01,Food and Beverage Stores,Retail Trade
36389,444,2020-08-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
6754,443,2020-08-01,Electronics and Appliance Stores,Retail Trade
7319,451,2020-08-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
87449,454,2020-08-01,Nonstore Retailers,Nonstore Trade
9379,4521E,2020-08-01,Department Stores,Retail Trade
482243,44000,2020-08-01,Retail Trade,Retail Trade
62387,4451,2020-08-01,Grocery Stores,Retail Trade
107210,441,2020-08-01,Motor Vehicle and Parts Dealers,Retail Trade
36328,447,2020-08-01,Gasoline Stations,Retail Trade
60132,452,2020-08-01,General Merchandise Stores,Retail Trade
10736,442,2020-08-01,Furniture and Home Furnishings Stores,Retail Trade
433213,44Y72,2020-08-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
6565,443,2020-09-01,Electronics and Appliance Stores,Retail Trade
70133,445,2020-09-01,Food and Beverage Stores,Retail Trade
491386,44000,2020-09-01,Retail Trade,Retail Trade
20719,448,2020-09-01,Clothing and Accessories Stores,Retail Trade
514547,44Z72,2020-09-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
36584,447,2020-09-01,Gasoline Stations,Retail Trade
102320,441X,2020-09-01,Auto and Other Motor Vehicles,Retail Trade
440259,44Y72,2020-09-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
61876,452,2020-09-01,General Merchandise Stores,Retail Trade
110872,441,2020-09-01,Motor Vehicle and Parts Dealers,Retail Trade
551131,44X72,2020-09-01,Retail Trade and Food Services,Retail and Food Services
10258,4521E,2020-09-01,Department Stores,Retail Trade
59745,722,2020-09-01,Food Services and Drinking Places,Food Services
36819,444,2020-09-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
10798,442,2020-09-01,Furniture and Home Furnishings Stores,Retail Trade
403675,44W72,2020-09-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
62303,4451,2020-09-01,Grocery Stores,Retail Trade
11466,453,2020-09-01,Miscellaneous Store Retailers,Retail Trade
7790,451,2020-09-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
87335,454,2020-09-01,Nonstore Retailers,Nonstore Trade
30429,446,2020-09-01,Health and Personal Care Stores,Retail Trade
7686,451,2020-10-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
489705,44000,2020-10-01,Retail Trade,Retail Trade
549271,44X72,2020-10-01,Retail Trade and Food Services,Retail and Food Services
10666,442,2020-10-01,Furniture and Home Furnishings Stores,Retail Trade
88301,454,2020-10-01,Nonstore Retailers,Nonstore Trade
438994,44Y72,2020-10-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
59566,722,2020-10-01,Food Services and Drinking Places,Food Services
9856,4521E,2020-10-01,Department Stores,Retail Trade
61206,452,2020-10-01,General Merchandise Stores,Retail Trade
36510,447,2020-10-01,Gasoline Stations,Retail Trade
6998,443,2020-10-01,Electronics and Appliance Stores,Retail Trade
11542,453,2020-10-01,Miscellaneous Store Retailers,Retail Trade
102032,441X,2020-10-01,Auto and Other Motor Vehicles,Retail Trade
36278,444,2020-10-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
110277,441,2020-10-01,Motor Vehicle and Parts Dealers,Retail Trade
20229,448,2020-10-01,Clothing and Accessories Stores,Retail Trade
69628,445,2020-10-01,Food and Beverage Stores,Retail Trade
61887,4451,2020-10-01,Grocery Stores,Retail Trade
30384,446,2020-10-01,Health and Personal Care Stores,Retail Trade
512761,44Z72,2020-10-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
402484,44W72,2020-10-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
109215,441,2020-11-01,Motor Vehicle and Parts Dealers,Retail Trade
35533,447,2020-11-01,Gasoline Stations,Retail Trade
435206,44Y72,2020-11-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
11625,453,2020-11-01,Miscellaneous Store Retailers,Retail Trade
62798,4451,2020-11-01,Grocery Stores,Retail Trade
6730,443,2020-11-01,Electronics and Appliance Stores,Retail Trade
9636,4521E,2020-11-01,Department Stores,Retail Trade
57134,722,2020-11-01,Food Services and Drinking Places,Food Services
60817,452,2020-11-01,General Merchandise Stores,Retail Trade
100958,441X,2020-11-01,Auto and Other Motor Vehicles,Retail Trade
19275,448,2020-11-01,Clothing and Accessories Stores,Retail Trade
399673,44W72,2020-11-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
544421,44X72,2020-11-01,Retail Trade and Food Services,Retail and Food Services
7590,451,2020-11-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
36532,444,2020-11-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
89028,454,2020-11-01,Nonstore Retailers,Nonstore Trade
508888,44Z72,2020-11-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
487287,44000,2020-11-01,Retail Trade,Retail Trade
29955,446,2020-11-01,Health and Personal Care Stores,Retail Trade
70535,445,2020-11-01,Food and Beverage Stores,Retail Trade
10452,442,2020-11-01,Furniture and Home Furnishings Stores,Retail Trade
20072,448,2020-12-01,Clothing and Accessories Stores,Retail Trade
510421,44Z72,2020-12-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
12255,453,2020-12-01,Miscellaneous Store Retailers,Retail Trade
103058,441X,2020-12-01,Auto and Other Motor Vehicles,Retail Trade
6471,443,2020-12-01,Electronics and Appliance Stores,Retail Trade
549300,44X72,2020-12-01,Retail Trade and Food Services,Retail and Food Services
30157,446,2020-12-01,Health and Personal Care Stores,Retail Trade
7635,451,2020-12-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
36471,444,2020-12-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
90106,454,2020-12-01,Nonstore Retailers,Nonstore Trade
495533,44000,2020-12-01,Retail Trade,Retail Trade
10657,442,2020-12-01,Furniture and Home Furnishings Stores,Retail Trade
70450,445,2020-12-01,Food and Beverage Stores,Retail Trade
111339,441,2020-12-01,Motor Vehicle and Parts Dealers,Retail Trade
38879,447,2020-12-01,Gasoline Stations,Retail Trade
9704,4521E,2020-12-01,Department Stores,Retail Trade
437961,44Y72,2020-12-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
62749,4451,2020-12-01,Grocery Stores,Retail Trade
399082,44W72,2020-12-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
61041,452,2020-12-01,General Merchandise Stores,Retail Trade
53767,722,2020-12-01,Food Services and Drinking Places,Food Services
90483,454,2021-01-01,Nonstore Retailers,Nonstore Trade
12148,453,2021-01-01,Miscellaneous Store Retailers,Retail Trade
7286,443,2021-01-01,Electronics and Appliance Stores,Retail Trade
38691,444,2021-01-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
40944,447,2021-01-01,Gasoline Stations,Retail Trade
20888,448,2021-01-01,Clothing and Accessories Stores,Retail Trade
529566,44Z72,2021-01-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
58817,722,2021-01-01,Food Services and Drinking Places,Food Services
8436,451,2021-01-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
511693,44000,2021-01-01,Retail Trade,Retail Trade
65060,452,2021-01-01,General Merchandise Stores,Retail Trade
11790,442,2021-01-01,Furniture and Home Furnishings Stores,Retail Trade
71487,445,2021-01-01,Food and Beverage Stores,Retail Trade
105691,441X,2021-01-01,Auto and Other Motor Vehicles,Retail Trade
570510,44X72,2021-01-01,Retail Trade and Food Services,Retail and Food Services
456234,44Y72,2021-01-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
10442,4521E,2021-01-01,Department Stores,Retail Trade
114276,441,2021-01-01,Motor Vehicle and Parts Dealers,Retail Trade
63472,4451,2021-01-01,Grocery Stores,Retail Trade
415290,44W72,2021-01-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
30204,446,2021-01-01,Health and Personal Care Stores,Retail Trade
555489,44X72,2021-02-01,Retail Trade and Food Services,Retail and Food Services
71740,445,2021-02-01,Food and Beverage Stores,Retail Trade
403048,44W72,2021-02-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
61821,452,2021-02-01,General Merchandise Stores,Retail Trade
110697,441,2021-02-01,Motor Vehicle and Parts Dealers,Retail Trade
87714,454,2021-02-01,Nonstore Retailers,Nonstore Trade
9849,4521E,2021-02-01,Department Stores,Retail Trade
57289,722,2021-02-01,Food Services and Drinking Places,Food Services
63821,4451,2021-02-01,Grocery Stores,Retail Trade
498200,44000,2021-02-01,Retail Trade,Retail Trade
444792,44Y72,2021-02-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
30005,446,2021-02-01,Health and Personal Care Stores,Retail Trade
102239,441X,2021-02-01,Auto and Other Motor Vehicles,Retail Trade
6982,443,2021-02-01,Electronics and Appliance Stores,Retail Trade
36956,444,2021-02-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
513745,44Z72,2021-02-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
19869,448,2021-02-01,Clothing and Accessories Stores,Retail Trade
11918,453,2021-02-01,Miscellaneous Store Retailers,Retail Trade
11152,442,2021-02-01,Furniture and Home Furnishings Stores,Retail Trade
41744,447,2021-02-01,Gasoline Stations,Retail Trade
7602,451,2021-02-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
485780,44Y72,2021-03-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
42276,444,2021-03-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
32527,446,2021-03-01,Health and Personal Care Stores,Retail Trade
9207,451,2021-03-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
13302,453,2021-03-01,Miscellaneous Store Retailers,Retail Trade
616348,44X72,2021-03-01,Retail Trade and Food Services,Retail and Food Services
66483,452,2021-03-01,General Merchandise Stores,Retail Trade
120865,441X,2021-03-01,Auto and Other Motor Vehicles,Retail Trade
8190,443,2021-03-01,Electronics and Appliance Stores,Retail Trade
439343,44W72,2021-03-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
46437,447,2021-03-01,Gasoline Stations,Retail Trade
65385,722,2021-03-01,Food Services and Drinking Places,Food Services
24261,448,2021-03-01,Clothing and Accessories Stores,Retail Trade
72199,445,2021-03-01,Food and Beverage Stores,Retail Trade
11949,442,2021-03-01,Furniture and Home Furnishings Stores,Retail Trade
64006,4451,2021-03-01,Grocery Stores,Retail Trade
569911,44Z72,2021-03-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
11232,4521E,2021-03-01,Department Stores,Retail Trade
130568,441,2021-03-01,Motor Vehicle and Parts Dealers,Retail Trade
550963,44000,2021-03-01,Retail Trade,Retail Trade
93564,454,2021-03-01,Nonstore Retailers,Nonstore Trade
93681,454,2021-04-01,Nonstore Retailers,Nonstore Trade
12005,442,2021-04-01,Furniture and Home Furnishings Stores,Retail Trade
443581,44W72,2021-04-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
67371,452,2021-04-01,General Merchandise Stores,Retail Trade
11129,4521E,2021-04-01,Department Stores,Retail Trade
72826,445,2021-04-01,Food and Beverage Stores,Retail Trade
45214,447,2021-04-01,Gasoline Stations,Retail Trade
9013,451,2021-04-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
64604,4451,2021-04-01,Grocery Stores,Retail Trade
488795,44Y72,2021-04-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
622705,44X72,2021-04-01,Retail Trade and Food Services,Retail and Food Services
133910,441,2021-04-01,Motor Vehicle and Parts Dealers,Retail Trade
32394,446,2021-04-01,Health and Personal Care Stores,Retail Trade
124254,441X,2021-04-01,Auto and Other Motor Vehicles,Retail Trade
8255,443,2021-04-01,Electronics and Appliance Stores,Retail Trade
42189,444,2021-04-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
24274,448,2021-04-01,Clothing and Accessories Stores,Retail Trade
13288,453,2021-04-01,Miscellaneous Store Retailers,Retail Trade
68285,722,2021-04-01,Food Services and Drinking Places,Food Services
577491,44Z72,2021-04-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
554420,44000,2021-04-01,Retail Trade,Retail Trade
91282,454,2021-05-01,Nonstore Retailers,Nonstore Trade
73368,445,2021-05-01,Food and Beverage Stores,Retail Trade
70254,722,2021-05-01,Food Services and Drinking Places,Food Services
569958,44Z72,2021-05-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
65195,4451,2021-05-01,Grocery Stores,Retail Trade
615543,44X72,2021-05-01,Retail Trade and Food Services,Retail and Food Services
130237,441,2021-05-01,Motor Vehicle and Parts Dealers,Retail Trade
485306,44Y72,2021-05-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
12641,453,2021-05-01,Miscellaneous Store Retailers,Retail Trade
40385,444,2021-05-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
45585,447,2021-05-01,Gasoline Stations,Retail Trade
8732,451,2021-05-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
24875,448,2021-05-01,Clothing and Accessories Stores,Retail Trade
11300,4521E,2021-05-01,Department Stores,Retail Trade
8088,443,2021-05-01,Electronics and Appliance Stores,Retail Trade
31795,446,2021-05-01,Health and Personal Care Stores,Retail Trade
120892,441X,2021-05-01,Auto and Other Motor Vehicles,Retail Trade
439721,44W72,2021-05-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
545289,44000,2021-05-01,Retail Trade,Retail Trade
66479,452,2021-05-01,General Merchandise Stores,Retail Trade
11822,442,2021-05-01,Furniture and Home Furnishings Stores,Retail Trade
39911,444,2021-06-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
32826,446,2021-06-01,Health and Personal Care Stores,Retail Trade
46655,447,2021-06-01,Gasoline Stations,Retail Trade
74046,445,2021-06-01,Food and Beverage Stores,Retail Trade
13346,453,2021-06-01,Miscellaneous Store Retailers,Retail Trade
495623,44Y72,2021-06-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
117122,441X,2021-06-01,Auto and Other Motor Vehicles,Retail Trade
8410,443,2021-06-01,Electronics and Appliance Stores,Retail Trade
126502,441,2021-06-01,Motor Vehicle and Parts Dealers,Retail Trade
25868,448,2021-06-01,Clothing and Accessories Stores,Retail Trade
94583,454,2021-06-01,Nonstore Retailers,Nonstore Trade
73432,722,2021-06-01,Food Services and Drinking Places,Food Services
575470,44Z72,2021-06-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
65814,4451,2021-06-01,Grocery Stores,Retail Trade
548693,44000,2021-06-01,Retail Trade,Retail Trade
622125,44X72,2021-06-01,Retail Trade and Food Services,Retail and Food Services
11706,442,2021-06-01,Furniture and Home Furnishings Stores,Retail Trade
66184,452,2021-06-01,General Merchandise Stores,Retail Trade
8656,451,2021-06-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
448968,44W72,2021-06-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
11500,4521E,2021-06-01,Department Stores,Retail Trade
73879,445,2021-07-01,Food and Beverage Stores,Retail Trade
66217,452,2021-07-01,General Merchandise Stores,Retail Trade
537817,44000,2021-07-01,Retail Trade,Retail Trade
11775,442,2021-07-01,Furniture and Home Furnishings Stores,Retail Trade
47502,447,2021-07-01,Gasoline Stations,Retail Trade
565145,44Z72,2021-07-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
8434,451,2021-07-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
39109,444,2021-07-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
13496,453,2021-07-01,Miscellaneous Store Retailers,Retail Trade
490570,44Y72,2021-07-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
112620,441X,2021-07-01,Auto and Other Motor Vehicles,Retail Trade
11286,4521E,2021-07-01,Department Stores,Retail Trade
612647,44X72,2021-07-01,Retail Trade and Food Services,Retail and Food Services
65850,4451,2021-07-01,Grocery Stores,Retail Trade
89228,454,2021-07-01,Nonstore Retailers,Nonstore Trade
32678,446,2021-07-01,Health and Personal Care Stores,Retail Trade
8270,443,2021-07-01,Electronics and Appliance Stores,Retail Trade
74830,722,2021-07-01,Food Services and Drinking Places,Food Services
122077,441,2021-07-01,Motor Vehicle and Parts Dealers,Retail Trade
25152,448,2021-07-01,Clothing and Accessories Stores,Retail Trade
443068,44W72,2021-07-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
109445,441X,2021-08-01,Auto and Other Motor Vehicles,Retail Trade
13644,453,2021-08-01,Miscellaneous Store Retailers,Retail Trade
8451,451,2021-08-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
11738,442,2021-08-01,Furniture and Home Furnishings Stores,Retail Trade
497954,44Y72,2021-08-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
93745,454,2021-08-01,Nonstore Retailers,Nonstore Trade
66738,452,2021-08-01,General Merchandise Stores,Retail Trade
7962,443,2021-08-01,Electronics and Appliance Stores,Retail Trade
74752,722,2021-08-01,Food Services and Drinking Places,Food Services
32981,446,2021-08-01,Health and Personal Care Stores,Retail Trade
118938,441,2021-08-01,Motor Vehicle and Parts Dealers,Retail Trade
542140,44000,2021-08-01,Retail Trade,Retail Trade
616892,44X72,2021-08-01,Retail Trade and Food Services,Retail and Food Services
568272,44Z72,2021-08-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
449334,44W72,2021-08-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
48620,447,2021-08-01,Gasoline Stations,Retail Trade
24677,448,2021-08-01,Clothing and Accessories Stores,Retail Trade
67509,4451,2021-08-01,Grocery Stores,Retail Trade
75605,445,2021-08-01,Food and Beverage Stores,Retail Trade
39041,444,2021-08-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
11245,4521E,2021-08-01,Department Stores,Retail Trade
25076,448,2021-09-01,Clothing and Accessories Stores,Retail Trade
74803,722,2021-09-01,Food Services and Drinking Places,Food Services
50151,447,2021-09-01,Gasoline Stations,Retail Trade
500530,44Y72,2021-09-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
93979,454,2021-09-01,Nonstore Retailers,Nonstore Trade
7854,443,2021-09-01,Electronics and Appliance Stores,Retail Trade
8406,451,2021-09-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
11763,442,2021-09-01,Furniture and Home Furnishings Stores,Retail Trade
545726,44000,2021-09-01,Retail Trade,Retail Trade
570378,44Z72,2021-09-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
13821,453,2021-09-01,Miscellaneous Store Retailers,Retail Trade
32676,446,2021-09-01,Health and Personal Care Stores,Retail Trade
110549,441X,2021-09-01,Auto and Other Motor Vehicles,Retail Trade
119999,441,2021-09-01,Motor Vehicle and Parts Dealers,Retail Trade
11283,4521E,2021-09-01,Department Stores,Retail Trade
450379,44W72,2021-09-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
67771,4451,2021-09-01,Grocery Stores,Retail Trade
620529,44X72,2021-09-01,Retail Trade and Food Services,Retail and Food Services
75819,445,2021-09-01,Food and Beverage Stores,Retail Trade
66875,452,2021-09-01,General Merchandise Stores,Retail Trade
39307,444,2021-09-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
11996,442,2021-10-01,Furniture and Home Furnishings Stores,Retail Trade
578679,44Z72,2021-10-01,"Retail Trade and Food Services, ex Gas",Retail and Food Services
456495,44W72,2021-10-01,"Retail Trade and Food Services, ex Auto and Gas",Retail and Food Services
13951,453,2021-10-01,Miscellaneous Store Retailers,Retail Trade
25248,448,2021-10-01,Clothing and Accessories Stores,Retail Trade
555517,44000,2021-10-01,Retail Trade,Retail Trade
40011,444,2021-10-01,Building Material and Garden Equipment and Supplies Dealers,Retail Trade
630562,44X72,2021-10-01,Retail Trade and Food Services,Retail and Food Services
11437,4521E,2021-10-01,Department Stores,Retail Trade
8414,451,2021-10-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Retail Trade
97034,454,2021-10-01,Nonstore Retailers,Nonstore Trade
67801,452,2021-10-01,General Merchandise Stores,Retail Trade
32506,446,2021-10-01,Health and Personal Care Stores,Retail Trade
76140,445,2021-10-01,Food and Beverage Stores,Retail Trade
8349,443,2021-10-01,Electronics and Appliance Stores,Retail Trade
112526,441X,2021-10-01,Auto and Other Motor Vehicles,Retail Trade
508378,44Y72,2021-10-01,"Retail Trade and Food Services, ex Auto",Retail and Food Services
122184,441,2021-10-01,Motor Vehicle and Parts Dealers,Retail Trade
75045,722,2021-10-01,Food Services and Drinking Places,Food Services
51883,447,2021-10-01,Gasoline Stations,Retail Trade
68142,4451,2021-10-01,Grocery Stores,Retail Trade
25824,448,2021-11-01,Clothing and Accessories Stores,Retail Trade
75600,722,2021-11-01,Food Services and Drinking Places,Food Services
637775,44X72,2021-11-01,Retail Trade and Food Services,Retail and Food Services
