monthly_sales,category_code,time,category_name,high_level_category,is_subset,cv,year,yoy_growth,cpi_index,inflation_adjusted_sales
396885.0,44W72,2020-08-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234,2020,6.437727955374384,259.918,152696.23496641248
105379.0,4400C,2020-08-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685,2020,-3.3955795128480126,259.918,40543.17130787402
9379.0,4521E,2020-08-01,Department Stores,Department Stores,False,0.08625376047961941,2020,-17.139323261772244,259.918,3608.445740579721
70182.0,445,2020-08-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656,2020,7.239777519711499,259.918,27001.592810040092
482243.0,44000,2020-08-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272,2020,5.73602992444342,259.918,185536.59230988234
375033.0,4400A,2020-08-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359,2020,7.0247733414760205,259.918,144288.9680591571
8552.0,4413,2020-09-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359,2020,6.341706043272821,260.28,3285.6923313354855
25688.0,44611,2020-09-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238,2020,8.059902406192165,260.28,9869.371446134934
2540.0,45431,2020-09-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976,2020,-10.342393222732083,260.28,975.872137697864
380514.0,4400A,2020-09-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359,2020,9.035735469839334,260.28,146194.09866297836
551131.0,44X72,2020-09-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846,2020,6.357345210618548,260.28,211745.42800061477
514547.0,44Z72,2020-09-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524,2020,8.156277325620497,260.28,197689.79560473337
3115.0,44831,2020-09-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883,2020,9.6830985915493,260.28,1196.7880743814355
61876.0,452,2020-09-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407,2020,4.247325414876579,260.28,23772.85999692639
6565.0,443,2020-09-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352,2020,-13.161375661375663,260.28,2522.283694482865
59745.0,722,2020-09-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256,2020,-9.419630674065315,260.28,22954.12632549562
51618.0,4529,2020-09-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052,2020,6.6355410486303334,260.28,19831.719686491473
2887.0,44812,2020-09-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283,2020,-9.44165621079046,260.28,1109.1901029660366
11466.0,453,2020-09-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801,2020,3.6240397650248557,260.28,4405.255878284925
10798.0,442,2020-09-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764,2020,5.325790089738591,260.28,4148.609190102967
36584.0,447,2020-09-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362,2020,-13.806427292432378,260.28,14055.632395881361
17363.0,4423X,2020-09-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385,2020,-2.520772512912639,260.28,6670.892884585831
32025.0,4441,2020-09-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988,2020,17.71300448430493,260.28,12304.057169202399
5725.0,4453,2020-09-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873,2020,20.096496748479133,260.28,2199.554326110343
109953.0,4400C,2020-09-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685,2020,1.429849727406074,260.28,42244.12171507607
7790.0,451,2020-09-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443,2020,16.94940699594656,260.28,2992.930690026126
70133.0,445,2020-09-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656,2020,8.118149444247468,260.28,26945.212847702474
62303.0,4451,2020-09-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436,2020,7.189801114857897,260.28,23936.914092515755
43898.0,45291,2020-09-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292,2020,5.258362306677866,260.28,16865.683110496393
470.0,44811,2020-09-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098,2020,-39.89769820971867,260.28,180.57476563700632
79367.0,4541,2020-09-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212,2020,39.8734623383032,260.28,30492.93069002613
110872.0,441,2020-09-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332,2020,7.383122354695937,260.28,42597.20301214078
36819.0,444,2020-09-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784,2020,18.195242528329757,260.28,14145.919778699863
3013.0,4482,2020-09-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816,2020,-0.9533201840894123,260.28,1157.599508221915
440259.0,44Y72,2020-09-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675,2020,6.10210175471575,260.28,169148.224988474
7720.0,45299,2020-09-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059,2020,15.206685569318012,260.28,2966.0365759950823
14331.0,4481,2020-09-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107,2020,-10.954392941468871,260.28,5505.9935454126335
102320.0,441X,2020-09-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178,2020,7.47108931065994,260.28,39311.510680805295
10258.0,4521E,2020-09-01,Department Stores,Department Stores,False,0.08625376047961941,2020,-6.311078637318479,260.28,3941.140310434917
491386.0,44000,2020-09-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272,2020,8.658426022156874,260.28,188791.30167511912
20719.0,448,2020-09-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514,2020,-6.7383867482895266,260.28,7960.27355155986
30429.0,446,2020-09-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862,2020,5.564614050303551,260.28,11690.871369294606
403675.0,44W72,2020-09-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234,2020,8.37058215546518,260.28,155092.5925925926
87335.0,454,2020-09-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308,2020,35.22489742200201,260.28,33554.24927001691
438994.0,44Y72,2020-10-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675,2020,5.384273762798131,260.388,168592.25463539027
30384.0,446,2020-10-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862,2020,4.387260796372017,260.388,11668.740494953685
31679.0,4441,2020-10-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988,2020,17.09976712379404,260.388,12166.075241562592
36510.0,447,2020-10-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362,2020,-15.01594469402482,260.388,14021.383473892809
2929.0,4482,2020-10-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816,2020,-3.872661634394481,260.388,1124.8598245694889
8245.0,4413,2020-10-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359,2020,1.8026916903321366,260.388,3166.4285604559354
7657.0,45299,2020-10-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059,2020,13.774145616641897,260.388,2940.6117025362155
512761.0,44Z72,2020-10-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524,2020,7.534487893061326,260.388,196921.90116288
2817.0,44812,2020-10-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283,2020,-12.921174652241108,260.388,1081.8470897276375
3010.0,44831,2020-10-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883,2020,10.53984575835476,260.388,1155.9672488747563
489705.0,44000,2020-10-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272,2020,8.015616556196449,260.388,188067.42246186463
43693.0,45291,2020-10-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292,2020,3.9097243691883277,260.388,16779.9591379019
61206.0,452,2020-10-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407,2020,2.4779827880655025,260.388,23505.69150652104
102032.0,441X,2020-10-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178,2020,7.2542073561720155,260.388,39184.60144092662
7686.0,451,2020-10-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443,2020,14.494264859228355,260.388,2951.748928522052
379428.0,4400A,2020-10-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359,2020,8.36620160795123,260.388,145716.39246048205
11542.0,453,2020-10-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801,2020,2.759971509971515,260.388,4432.615942362936
25458.0,44611,2020-10-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238,2020,5.586661689685202,260.388,9776.948246462971
109101.0,4400C,2020-10-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685,2020,0.3264487889209633,260.388,41899.39628554312
59566.0,722,2020-10-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256,2020,-10.332681017612522,260.388,22875.862174908216
20229.0,448,2020-10-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514,2020,-9.217789346138316,260.388,7768.7911885340345
NULL,44811,2020-10-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098,2020,NULL,260.388,NULL
61887.0,4451,2020-10-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436,2020,6.92294402211473,260.388,23767.22429605051
36278.0,444,2020-10-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784,2020,16.73960612691465,260.388,13932.285666006115
14034.0,4481,2020-10-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107,2020,-13.875421908560902,260.388,5389.649292594129
549271.0,44X72,2020-10-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846,2020,5.670697101742039,260.388,210943.28463677285
79907.0,4541,2020-10-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212,2020,40.09186696821474,260.388,30687.666098284102
6998.0,443,2020-10-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352,2020,-6.693333333333329,260.388,2687.5278430649646
51350.0,4529,2020-10-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052,2020,5.2707107566780875,260.388,19720.57084043812
2327.0,45431,2020-10-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976,2020,-16.863165416220085,260.388,893.6663747945374
10666.0,442,2020-10-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764,2020,5.270430319778918,260.388,4096.194909135598
88301.0,454,2020-10-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308,2020,36.34693184274729,260.388,33911.316957770716
9856.0,4521E,2020-10-01,Department Stores,Department Stores,False,0.08625376047961941,2020,-9.966200785603363,260.388,3785.1206660829225
69628.0,445,2020-10-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656,2020,7.711585167767576,260.388,26740.095549718113
5640.0,4453,2020-10-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873,2020,17.991631799163187,260.388,2165.9984331075166
110277.0,441,2020-10-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332,2020,6.826503923278127,260.388,42351.030001382554
402484.0,44W72,2020-10-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234,2020,7.730109955996189,260.388,154570.87116149746
17664.0,4423X,2020-10-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385,2020,0.1814882032667775,260.388,6783.722752200563
43648.0,45291,2020-11-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292,2020,2.82941079463801,260.229,16772.919236518606
70535.0,445,2020-11-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656,2020,8.823438657121695,260.229,27104.972927690615
36532.0,444,2020-11-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784,2020,17.225003208830692,260.229,14038.404635916828
378072.0,4400A,2020-11-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359,2020,7.826791280812473,260.229,145284.3457108931
7533.0,45299,2020-11-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059,2020,11.204605845881321,260.229,2894.7580784616625
2678.0,4482,2020-11-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816,2020,-11.646321346090405,260.229,1029.0936060162396
13283.0,4481,2020-11-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107,2020,-18.30370871517314,260.229,5104.350399071587
399673.0,44W72,2020-11-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234,2020,6.785063508942546,260.229,153585.11157480528
8257.0,4413,2020-11-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359,2020,1.5621156211562015,260.229,3172.9745723958517
81347.0,4541,2020-11-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212,2020,43.09058927000879,260.229,31259.775044287915
109215.0,441,2020-11-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332,2020,3.073859453745831,260.229,41968.80439920224
89028.0,454,2020-11-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308,2020,37.55233842683437,260.229,34211.406107697454
29955.0,446,2020-11-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862,2020,3.912998230825271,260.229,11511.015298064398
9636.0,4521E,2020-11-01,Department Stores,Department Stores,False,0.08625376047961941,2020,-13.493132238082417,260.229,3702.8924524169097
