monthly_sales,category_code,time,category_name,high_level_category,is_subset,cv,year,yoy_growth,cpi_index,inflation_adjusted_sales
7335.0,4423X,2020-04-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385,2020,-57.905308464849355,256.389,2860.8871675461896
2885.0,448,2020-04-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514,2020,-87.06626019904958,256.389,1125.2432826681331
55973.0,452,2020-04-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407,2020,-5.948280207685719,256.389,21831.279813096502
64097.0,4451,2020-04-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436,2020,11.179143828488169,256.389,24999.90249191658
408312.0,44X72,2020-04-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846,2020,-19.870320509298146,256.389,159254.88222973683
70787.0,4400C,2020-04-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685,2020,-34.68327566320646,256.389,27609.218804238873
3364.0,443,2020-04-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352,2020,-54.94843980179456,256.389,1312.0687705010746
3971.0,442,2020-04-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764,2020,-60.12251456115686,256.389,1548.818397045115
78380.0,454,2020-04-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308,2020,31.024222263084877,256.389,30570.73431387462
1818.0,4481,2020-04-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107,2020,-88.80335037260578,256.389,709.0787826310801
24185.0,44611,2020-04-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238,2020,-0.05372344821885644,256.389,9432.931990061976
6206.0,4521E,2020-04-01,Department Stores,Department Stores,False,0.08625376047961941,2020,-45.35528748789292,256.389,2420.5406628209475
70991.0,445,2020-04-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656,2020,10.399042050261254,256.389,27688.785400309684
558.0,44831,2020-04-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883,2020,-79.27961381359079,256.389,217.63804219369786
26361.0,446,2020-04-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862,2020,-8.898949405584744,256.389,10281.642348150663
42366.0,45291,2020-04-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292,2020,2.3407493296615733,256.389,16524.109848706456
31734.0,444,2020-04-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784,2020,2.8488089450656284,256.389,12377.286077015784
72479.0,4541,2020-04-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212,2020,38.63088634711755,256.389,28269.15351282621
7037.0,453,2020-04-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801,2020,-35.41073887104176,256.389,2744.6575321094115
486.0,4482,2020-04-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816,2020,-84.61538461538461,256.389,189.55571416870458
65463.0,441,2020-04-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332,2020,-35.43127681609705,256.389,25532.686659724088
502.0,44812,2020-04-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283,2020,-84.2287150486962,256.389,195.79623150759198
2301.0,45431,2020-04-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976,2020,-21.60136286201022,256.389,897.4643997987433
27076.0,447,2020-04-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362,2020,-39.47333124692628,256.389,10560.515466732191
49767.0,4529,2020-04-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052,2020,3.345377523050086,256.389,19410.739150275556
86.0,44811,2020-04-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098,2020,-88.83116883116882,256.389,33.54278069651974
315773.0,44W72,2020-04-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234,2020,-13.116702664777335,256.389,123161.68010328055
3683.0,451,2020-04-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443,2020,-44.691395104370024,256.389,1436.489084945142
311455.0,4400A,2020-04-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359,2020,-9.840265394502213,256.389,121477.52048644831
58737.0,441X,2020-04-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178,2020,-37.03624299205677,256.389,22909.3291833893
27545.0,4441,2020-04-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988,2020,1.0010266940451817,256.389,10743.440631228328
342849.0,44Y72,2020-04-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675,2020,-16.005232998267914,256.389,133722.19557001273
345332.0,4400A,2020-05-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359,2020,-0.35606493424051866,256.394,134688.0192204186
156.0,44811,2020-05-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098,2020,-79.58115183246073,256.394,60.843857500565534
8700.0,4521E,2020-05-01,Department Stores,Department Stores,False,0.08625376047961941,2020,-23.26689010407479,256.394,3393.215129839232
84367.0,454,2020-05-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308,2020,36.6665586729735,256.394,32905.21619070649
8345.0,448,2020-05-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514,2020,-62.26713691445107,256.394,3254.756351552688
484978.0,44X72,2020-05-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846,2020,-5.449476536759401,256.394,189153.4123263415
64573.0,4451,2020-05-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436,2020,12.004787344758206,256.394,25185.066733230888
1650.0,4482,2020-05-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816,2020,-45.99018003273322,256.394,643.5408004867509
2350.0,45431,2020-05-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976,2020,-17.918267551519385,256.394,916.5581097841603
98394.0,441,2020-05-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332,2020,-4.4328755414829395,256.394,38376.09304429901
36132.0,444,2020-05-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784,2020,18.18657595185136,256.394,14092.37345647714
5262.0,4481,2020-05-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107,2020,-67.45624342878347,256.394,2052.3101164613836
356539.0,44W72,2020-05-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234,2020,-2.6012058099606383,256.394,139059.02634227008
78235.0,4541,2020-05-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212,2020,44.443623876077766,256.394,30513.584561261185
88329.0,4400C,2020-05-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685,2020,-18.478080295339183,256.394,34450.49416132983
72203.0,445,2020-05-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656,2020,12.30479686430661,256.394,28160.95540457265
443726.0,44000,2020-05-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272,2020,-1.2898087755047527,256.394,173064.11226471758
454933.0,44Z72,2020-05-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524,2020,-3.003289845400714,256.394,177435.1193865691
8698.0,453,2020-05-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801,2020,-21.484022386712397,256.394,3392.4350803840966
23998.0,44611,2020-05-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238,2020,-1.5345478417856606,256.394,9359.813412170332
44271.0,45291,2020-05-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292,2020,7.048554018763897,256.394,17266.784714150876
52214.0,4529,2020-05-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052,2020,8.774634390233738,256.394,20364.751125221337
1020.0,44812,2020-05-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283,2020,-68.30329397141082,256.394,397.82522211908235
30045.0,447,2020-05-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362,2020,-31.577509052401453,256.394,11718.292939772382
6432.0,451,2020-05-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443,2020,-3.7701974865350096,256.394,2508.639047715625
26900.0,446,2020-05-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862,2020,-7.8293643995202995,256.394,10491.665171571876
31416.0,4441,2020-05-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988,2020,15.88771256778192,256.394,12253.016841267736
11296.0,4423X,2020-05-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385,2020,-36.02174898051654,256.394,4405.719322605053
7159.0,442,2020-05-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764,2020,-28.638357256778313,256.394,2792.1870246573635
5628.0,4453,2020-05-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873,2020,20.30782385634886,256.394,2195.059166751172
90080.0,441X,2020-05-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178,2020,-5.064024872213735,256.394,35133.42745930092
60914.0,452,2020-05-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407,2020,2.6525109538254155,256.394,23757.966255060568
386584.0,44Y72,2020-05-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675,2020,-5.70477983862313,256.394,150777.31928204247
1373.0,44831,2020-05-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883,2020,-48.49962490622656,256.394,535.5039509504903
7943.0,45299,2020-05-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059,2020,19.515498043936198,256.394,3097.9664110704616
4137.0,443,2020-05-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352,2020,-45.73714585519413,256.394,1613.53229794769
41252.0,722,2020-05-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256,2020,-34.939911049427494,256.394,16089.300061623908
8314.0,4413,2020-05-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359,2020,2.9852595069986387,256.394,3242.665584998089
2278.0,45431,2020-06-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976,2020,-21.1218836565097,257.797,883.6410043561406
366984.0,4400A,2020-06-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359,2020,5.849980675046584,257.797,142353.867577978
33866.0,447,2020-06-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362,2020,-19.68791500664011,257.797,13136.692824198883
473811.0,44000,2020-06-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272,2020,5.429797801112124,257.797,183792.28617865994
61590.0,452,2020-06-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407,2020,3.563081165610127,257.797,23890.890894773795
2201.0,44812,2020-06-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283,2020,-30.370136032900984,257.797,853.7725419613105
44194.0,45291,2020-06-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292,2020,6.322475099841207,257.797,17142.945806196345
11495.0,4481,2020-06-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107,2020,-28.91596067033578,257.797,4458.934743228198
76942.0,4541,2020-06-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212,2020,38.76675022994933,257.797,29845.96407250666
2556.0,44831,2020-06-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883,2020,-2.517162471395884,257.797,991.4777906647478
36468.0,444,2020-06-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784,2020,19.090849715890545,257.797,14146.014111878725
104522.0,4400C,2020-06-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685,2020,-3.7062969275415747,257.797,40544.304239382145
10633.0,453,2020-06-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801,2020,-3.878141384921352,257.797,4124.563125249711
5834.0,443,2020-06-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352,2020,-22.93262879788639,257.797,2263.0209040446553
493104.0,44Z72,2020-06-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524,2020,4.571326779034157,257.797,191276.08156805547
24963.0,44611,2020-06-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238,2020,3.3065717596424404,257.797,9683.200347560289
9514.0,4521E,2020-06-01,Department Stores,Department Stores,False,0.08625376047961941,2020,-14.93965131873044,257.797,3690.5006652521165
7882.0,45299,2020-06-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059,2020,17.29166666666666,257.797,3057.4444233253294
526970.0,44X72,2020-06-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846,2020,2.5800247607627558,257.797,204412.77439225436
70807.0,445,2020-06-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656,2020,9.63211841575573,257.797,27466.18463364585
8113.0,451,2020-06-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443,2020,20.38878171835583,257.797,3147.0498105098195
9917.0,442,2020-06-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764,2020,-1.7924341453753212,257.797,3846.8252151886945
8913.0,4413,2020-06-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359,2020,9.969154842689697,257.797,3457.3714977288328
15751.0,4423X,2020-06-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385,2020,-10.850124518904236,257.797,6109.84611923335
17254.0,448,2020-06-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514,2020,-21.99466521994665,257.797,6692.862989096071
83680.0,454,2020-06-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308,2020,32.32550049021159,257.797,32459.6484831088
63140.0,4451,2020-06-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436,2020,9.025607376582112,257.797,24492.139163760632
351.0,44811,2020-06-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098,2020,-53.99737876802098,257.797,136.15364026734213
386277.0,44W72,2020-06-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234,2020,4.72724019292865,257.797,149837.66296737353
28822.0,446,2020-06-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862,2020,-0.7130800234248502,257.797,11180.114586283004
420143.0,44Y72,2020-06-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675,2020,2.2223357639370445,257.797,162974.35579157242
52076.0,4529,2020-06-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052,2020,7.8490659818581054,257.797,20200.390229521676
106827.0,441,2020-06-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332,2020,4.011411101482865,257.797,41438.41860068193
31668.0,4441,2020-06-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988,2020,17.615598885793872,257.797,12284.083988564644
53159.0,722,2020-06-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256,2020,-17.335593325765466,257.797,20620.488213594417
97914.0,441X,2020-06-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178,2020,3.500983065897123,257.797,37981.047102953096
3046.0,4482,2020-06-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816,2020,-1.1680726800778696,257.797,1181.5498240863935
5627.0,4453,2020-06-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873,2020,19.317217981340118,257.797,2182.7251674767354
2408.0,45431,2020-07-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976,2020,-17.647058823529417,259.101,929.3673123608169
25692.0,44611,2020-07-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238,2020,7.032161306448925,259.101,9915.82433105237
106502.0,441,2020-07-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332,2020,2.928328436678518,259.101,41104.434178177624
97797.0,441X,2020-07-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178,2020,2.5340742293981977,259.101,37744.74046800282
2702.0,4482,2020-07-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816,2020,-13.563659628918746,259.101,1042.8365772420793
30474.0,446,2020-07-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862,2020,5.464613254888384,259.101,11761.436659835354
106107.0,4400C,2020-07-01,GAFO,Retail Trade and Food Services,True,0.09965600249127685,2020,-3.105709171932647,259.101,40951.983975360956
393671.0,44W72,2020-07-01,"Retail Trade and Food Services, ex Auto and Gas",Retail Trade and Food Services,True,0.15165527084301234,2020,5.8337881178909035,259.101,151937.27542541325
44094.0,45291,2020-07-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292,2020,5.173524150268327,259.101,17018.074032906086
71251.0,445,2020-07-01,Food and Beverage Stores,Food and Beverage Stores,False,0.11303261227981656,2020,8.979810339553374,259.101,27499.314938962027
9524.0,4521E,2020-07-01,Department Stores,Department Stores,False,0.08625376047961941,2020,-17.031100270058364,259.101,3675.7866623440277
8705.0,4413,2020-07-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359,2020,7.575383094414234,259.101,3359.6937101747967
12196.0,4481,2020-07-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107,2020,-25.237540611782016,259.101,4707.044743169652
77454.0,4541,2020-07-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212,2020,38.896061975468044,259.101,29893.362048004445
6652.0,443,2020-07-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352,2020,-12.554226370448273,259.101,2567.3386054087014
61365.0,452,2020-07-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407,2020,1.9538453870308503,259.101,23683.81441985944
535644.0,44X72,2020-07-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846,2020,3.3515090473378972,259.101,206731.73781652714
7747.0,45299,2020-07-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059,2020,14.17833456153279,259.101,2989.9537246093223
55528.0,722,2020-07-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256,2020,-14.641907367838536,259.101,21431.024967097772
480116.0,44000,2020-07-01,Retail Trade,Retail Trade and Food Services,True,0.14265869482578272,2020,5.9341910458694525,259.101,185300.71284942937
63546.0,4451,2020-07-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436,2020,8.432871476349746,259.101,24525.571109335742
10230.0,442,2020-07-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764,2020,1.0370370370370363,259.101,3948.267278011277
16882.0,4423X,2020-07-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385,2020,-4.793593503270921,259.101,6515.605883419979
17984.0,448,2020-07-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514,2020,-19.89309576837417,259.101,6940.922651784439
503.0,44811,2020-07-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098,2020,-34.84455958549223,259.101,194.13278991590153
373614.0,4400A,2020-07-01,"Retail Trade, ex Auto",Retail Trade and Food Services,True,0.14786202192215359,2020,6.823464827633541,259.101,144196.27867125176
429142.0,44Y72,2020-07-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675,2020,3.457071084517427,259.101,165627.30363834952
31307.0,4441,2020-07-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988,2020,15.035825831343018,259.101,12082.932910332265
5669.0,4453,2020-07-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873,2020,18.449644797325536,259.101,2187.9498728295143
2610.0,44812,2020-07-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283,2020,-18.07909604519774,259.101,1007.3291882316163
500173.0,44Z72,2020-07-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524,2020,5.201464739201134,259.101,193041.7096035909
2894.0,44831,2020-07-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883,2020,3.8392536777897446,259.101,1116.9389543073937
85221.0,454,2020-07-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308,2020,34.03954135799556,259.101,32891.03477022474
35941.0,444,2020-07-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784,2020,15.428589780646828,259.101,13871.424656794068
51841.0,4529,2020-07-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052,2020,6.427838226236915,259.101,20008.02775751541
35471.0,447,2020-07-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362,2020,-17.183815460764396,259.101,13690.02821293627
7851.0,451,2020-07-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443,2020,18.64893456249055,259.101,3030.0925121863675
11174.0,453,2020-07-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801,2020,2.1482768077520698,259.101,4312.603965249073
36389.0,444,2020-08-01,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,False,0.15026291940613784,2020,15.634433887317666,259.918,14000.184673627837
107210.0,441,2020-08-01,Motor Vehicle and Parts Dealers,Motor Vehicle and Parts Dealers,False,0.13222117092684332,2020,1.4621681729995784,259.918,41247.624250725225
467.0,44811,2020-08-01,Men's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.2466110754983098,2020,-40.12820512820513,259.918,179.6720504159004
31811.0,4441,2020-08-01,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,True,0.14604896148954988,2020,15.403591510974056,259.918,12238.85994813749
10736.0,442,2020-08-01,Furniture and Home Furnishings Stores,Furniture and Home Furnishings Stores,False,0.12210590008330764,2020,6.3707520063410294,259.918,4130.533475942413
58180.0,722,2020-08-01,Food Services and Drinking Places,Food Services and Drinking Places,False,0.19492193263494256,2020,-10.857107835626511,259.918,22383.982640678983
2694.0,44812,2020-08-01,Women's Clothing Stores,Clothing and Clothing Accessories Stores,True,0.14956574020784283,2020,-14.665821982895155,259.918,1036.4807362321963
3044.0,44831,2020-08-01,Jewelry Stores,Clothing and Clothing Accessories Stores,True,0.16151059730989883,2020,8.86981402002862,259.918,1171.1385898629567
8693.0,4413,2020-08-01,"Automotive Parts, Accessories, and Tire Stores",Motor Vehicle and Parts Dealers,True,0.1433024713423359,2020,6.362412822708929,259.918,3344.5163474634305
60132.0,452,2020-08-01,General Merchandise Stores,General Merchandise Stores,False,0.09676640812278407,2020,0.4158108311206776,259.918,23134.988727213968
2438.0,45431,2020-08-01,Fuel Dealers,Gasoline Stations,True,0.17230226571801976,2020,-16.649572649572654,259.918,937.9881347194114
98517.0,441X,2020-08-01,Auto and Other Motor Vehicles,Motor Vehicle and Parts Dealers,True,0.13209191148749178,2020,1.051368317400403,259.918,37903.1079032618
2285.0,4482,2020-08-01,Shoe Stores,Clothing and Clothing Accessories Stores,True,0.13692203890623816,2020,-26.43271088216356,259.918,879.1234158465363
5754.0,4453,2020-08-01,"Beer, Wine, and Liquor Stores",Food and Beverage Stores,True,0.12317134392129873,2020,20.125260960334025,259.918,2213.775113689702
79717.0,4541,2020-08-01,Electronic Shopping and Mail-order Houses,Nonstore Retailers,True,0.3085678950191212,2020,42.0701823171927,259.918,30670.057479666662
12736.0,4481,2020-08-01,Clothing Stores,Clothing and Clothing Accessories Stores,True,0.16157649531500107,2020,-21.74019909057392,259.918,4900.006925261044
36328.0,447,2020-08-01,Gasoline Stations,Gasoline Stations,False,0.18634262508160362,2020,-15.127444338013696,259.918,13976.715733423618
87449.0,454,2020-08-01,Nonstore Retailers,Nonstore Retailers,False,0.2888760037575308,2020,36.6027773872565,259.918,33644.84183473249
18300.0,448,2020-08-01,Clothing and Clothing Accessories Stores,Clothing and Clothing Accessories Stores,False,0.1604678192444514,2020,-18.347313938961275,259.918,7040.682061265476
62387.0,4451,2020-08-01,Grocery Stores,Food and Beverage Stores,True,0.11349523953737436,2020,6.333623084658524,259.918,24002.570041320723
43061.0,45291,2020-08-01,Warehouse Clubs and Superstores,Other General Merchandise Stores,True,0.11960213558615292,2020,3.056193758376402,259.918,16567.14810055479
25216.0,44611,2020-08-01,Pharmacies and Drug Stores,Health and Personal Care Stores,True,0.10447352198943238,2020,4.8613132615294985,259.918,9701.521249009302
504095.0,44Z72,2020-08-01,"Retail Trade and Food Services, ex Gas",Retail Trade and Food Services,True,0.14600138047167524,2020,5.339100816015208,259.918,193943.8592171377
540423.0,44X72,2020-08-01,Retail Trade and Food Services,Retail Trade and Food Services,False,0.14685787363973846,2020,3.658784535473436,259.918,207920.57495056133
6754.0,443,2020-08-01,Electronics and Appliance Stores,Electronics and Appliance Stores,False,0.10050608283677352,2020,-10.661375661375661,259.918,2598.511838349018
50753.0,4529,2020-08-01,Other General Merchandise Stores,Other General Merchandise Stores,False,0.11963872522448052,2020,4.507454081212425,259.918,19526.542986634246
11425.0,453,2020-08-01,Miscellaneous Store Retailers,Miscellaneous Store Retailers,False,0.15056250465367801,2020,2.4663677130044803,259.918,4395.617079232681
17490.0,4423X,2020-08-01,"Furniture, Home Furnishings, Electronics, and Appliance Stores","Furniture, Home Furnishings, Electronics, and Appliance Stores",False,0.10351229967573385,2020,-0.9233558035461442,259.918,6729.04531429143
7319.0,451,2020-08-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, Musical Instrument, and Book Stores",False,0.1329579988257443,2020,9.500299222022734,259.918,2815.888087781531
7692.0,45299,2020-08-01,All Other General Merchandise Stores,Other General Merchandise Stores,True,0.12345412382193059,2020,13.451327433628313,259.918,2959.394886079456
30019.0,446,2020-08-01,Health and Personal Care Stores,Health and Personal Care Stores,False,0.10392429670787862,2020,3.8647844439831047,259.918,11549.411737547996
433213.0,44Y72,2020-08-01,"Retail Trade and Food Services, ex Auto",Retail Trade and Food Services,True,0.15215800617347675,2020,4.217155861557975,259.918,166672.95069983607
